isin,wkn,ticker,valor,name,index,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2023,2022,2021,2020,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset,instrument,region,exchange
LU1900066033,LYX018,LSMC,45203121,Amundi MSCI Semiconductors ESG Screened UCITS ETF Acc,MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered,2007-03-28,6177,16.923287671232877,Long-only,Luxembourg,EUR,False,True,Accumulating,0.35,Full replication,247,True,75,25.97,3.6,14.51,35.01,40.77,79.17,69.3,216.26,71.83,-33.07,34.64,24.79,,,24.56,27.26,24.47,3.22,0.7,1.06,-54.48,-11.48,-39.14,-39.14,,,,
LU2090063327,LYX045,LYSM,53842372,Amundi MSCI Semiconductors ESG Screened UCITS ETF Dist,MSCI ACWI Semiconductors & Semiconductor Equipment ESG Filtered,2020-07-02,1332,3.649315068493151,Long-only,Luxembourg,EUR,False,True,Distributing,0.35,Full replication,20,True,75,17.01,-4.07,7.34,25.05,33.78,72.42,57.89,,71.81,-33.11,34.7,,0.0,0.0,23.57,26.86,,3.07,0.61,,-39.18,-11.45,-39.18,,,,,
IE0000ZVYDH0,A3DH0C,WELA,118413347,Amundi MSCI ACWI SRI PAB UCITS ETF DR USD (A),MSCI ACWI SRI Filtered PAB,2022-07-21,583,1.5972602739726027,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,79,True,470,4.66,0.54,4.47,9.57,10.54,15.55,,,18.58,,,,,,11.18,,,1.39,,,-14.56,-8.7,,,,,,
IE00BDR55471,A2PL58,AW1P,48525711,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (USD) A-acc,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped,2020-01-07,1509,4.134246575342465,Long-only,Ireland,USD,False,False,Accumulating,0.25,Full replication,369,True,602,7.68,1.04,5.83,12.05,14.19,22.18,33.74,,22.44,-19.08,31.84,,,,11.79,15.11,,1.88,0.67,,-32.97,-7.95,-21.38,,,,,
IE00BDR55364,A2PMGY,AWSRI,48455594,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (USD) A-dis,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped,2019-06-25,1705,4.671232876712328,Long-only,Ireland,USD,False,False,Distributing,0.25,Full replication,205,True,602,5.35,-0.87,4.01,10.52,13.97,20.53,28.93,,22.5,-19.12,31.73,9.57,0.74,0.88,11.88,15.11,,1.73,0.59,,-32.86,-7.9,-21.39,,,,,
IE00BDR55F85,A2H5B9,AWSRIS,38547049,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to CHF) A-acc,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),2017-12-20,2257,6.183561643835616,Long-only,Ireland,CHF,True,False,Accumulating,0.28,Full replication,307,True,602,1.76,-0.48,2.85,9.89,12.11,22.17,27.67,83.95,27.95,-20.16,29.45,14.88,,,13.33,16.54,17.39,1.66,0.51,0.74,-31.96,-11.16,-24.57,-31.96,,,,
IE00BDR55D61,A2H5CA,AWSRIT,38547074,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to CHF) A-dis,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),2017-12-20,2257,6.183561643835616,Long-only,Ireland,CHF,True,False,Distributing,0.28,Full replication,16,True,602,1.68,-0.53,2.78,9.89,12.02,22.12,27.64,83.93,27.96,-20.09,29.34,14.97,1.39,1.67,13.27,16.51,17.37,1.67,0.51,0.75,-31.98,-11.08,-24.49,-31.98,,,,
IE00BDR55927,A2H5CB,AW1R,38547077,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to EUR) A-acc,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),2017-12-20,2257,6.183561643835616,Long-only,Ireland,EUR,True,False,Accumulating,0.28,Full replication,656,True,602,6.61,1.44,5.88,11.36,13.4,23.03,21.68,64.96,23.76,-23.27,25.2,14.42,,,12.9,16.47,17.58,1.79,0.41,0.6,-32.32,-10.4,-29.12,-32.32,,,,
IE00BDR55B48,A2H5CC,AWSG,38547080,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to GBP) A-dis,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (GBP Hedged),2017-12-20,2257,6.183561643835616,Long-only,Ireland,GBP,True,False,Distributing,0.28,Full replication,277,True,602,8.1,1.55,6.04,13.19,14.06,27.71,25.7,72.9,27.69,-26.42,33.67,8.78,1.25,1.57,13.3,17.84,20.07,2.08,0.44,0.58,-40.31,-11.46,-31.17,-40.31,,,,
IE00BF4NC698,A2QLGF,AWSRIJ,59036841,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to JPY) A-acc,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (JPY Hedged),2021-05-18,1012,2.7726027397260276,Long-only,Ireland,JPY,True,False,Accumulating,0.28,Full replication,11,True,602,-0.14,-0.98,2.47,7.65,8.64,4.92,,,9.81,-28.43,,,,,13.62,,,0.36,,,-36.16,-13.55,,,,,,
IE00BDR55703,A2H5CD,AWSRIW,38547090,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to USD) A-acc,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (USD Hedged),2017-12-20,2257,6.183561643835616,Long-only,Ireland,USD,True,False,Accumulating,0.28,Full replication,106,True,602,8.74,0.97,6.04,12.41,14.89,23.39,42.6,90.08,22.94,-16.64,34.77,7.87,,,11.72,14.89,17.31,2.0,0.84,0.79,-31.55,-7.25,-19.08,-31.55,,,,
IE000JTPK610,A3D8NX,CBUY,125531270,iShares MSCI ACWI SRI UCITS ETF USD (Acc),MSCI ACWI SRI Select Reduced Fossil Fuel,2023-03-22,339,0.9287671232876712,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,24,True,591,4.73,0.55,4.54,9.07,10.82,,,,,,,,,,,,,,,,-8.17,,,,,,,
IE00013A2XD6,A3DKFM,CBUQ,118373084,iShares MSCI ACWI SRI UCITS ETF USD (Dist),MSCI ACWI SRI Select Reduced Fossil Fuel,2022-12-07,444,1.2164383561643837,Long-only,Ireland,USD,False,False,Distributing,0.2,Full replication,14,True,591,4.96,0.73,4.76,9.3,10.83,15.96,,,18.6,,,,1.52,1.73,11.34,,,1.41,,,-7.98,-7.98,,,,,,
LU1829220216,LYX00C,LYY0,44025789,Amundi MSCI All Country World UCITS ETF EUR Acc,MSCI All Country World (ACWI),2011-09-05,4555,12.479452054794521,Long-only,Luxembourg,EUR,False,False,Accumulating,0.45,Swap based Unfunded,1095,False,,7.14,1.13,4.96,11.4,13.76,19.33,32.96,71.18,17.91,-13.15,27.33,6.43,,,9.97,13.02,16.41,1.94,0.77,0.69,-33.46,-7.32,-16.38,-33.46,,,,
LU1829220133,LYX00B,LYAC,44036880,Amundi MSCI All Country World UCITS ETF USD Acc,MSCI All Country World (ACWI),2011-09-05,4555,12.479452054794521,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Swap based Unfunded,23,False,,7.15,1.07,5.32,11.27,13.3,19.52,32.75,70.92,17.8,-13.45,28.22,6.2,,,10.59,14.12,17.14,1.84,0.7,0.66,-33.56,-6.59,-16.45,-33.56,,,,
IE00B6R52259,A1JMDF,IUSQ,14137311,iShares MSCI ACWI UCITS ETF (Acc),MSCI All Country World (ACWI),2011-10-21,4509,12.353424657534246,Long-only,Ireland,USD,False,True,Accumulating,0.2,Optimized sampling,10826,False,2497,7.19,1.14,5.36,11.12,13.41,19.82,34.0,72.2,18.11,-13.12,28.6,5.86,,,10.65,14.17,17.19,1.86,0.72,0.67,-33.59,-6.52,-16.26,-33.59,,,,
IE00B44Z5B48,A1JJTC,SPYY,12930745,SPDR MSCI ACWI UCITS ETF,MSCI All Country World (ACWI),2011-05-13,4670,12.794520547945206,Long-only,Ireland,USD,False,True,Accumulating,0.4,Optimized sampling,2575,False,2387,7.18,1.12,5.35,11.29,13.38,19.5,33.31,71.43,17.77,-13.24,28.48,5.92,,,10.6,14.08,17.16,1.84,0.71,0.66,-33.59,-6.57,-16.3,-33.59,,,,
IE00BYM11H29,A14VJR,ACWIA,28650087,UBS ETF (IE) MSCI ACWI SF UCITS ETF (USD) A-acc,MSCI All Country World (ACWI),2018-11-01,1941,5.317808219178082,Long-only,Ireland,USD,False,False,Accumulating,0.21,Swap based,672,False,,5.31,-0.46,4.1,10.24,13.57,17.99,29.85,70.45,18.01,-13.33,28.34,6.37,,,10.61,14.09,16.81,1.7,0.65,0.67,-33.53,-6.55,-16.41,-33.53,,,,
IE00BJXFZ989,A2PGH1,ACWUKD,47127930,UBS ETF (IE) MSCI ACWI SF UCITS ETF (USD) A-UKdis,MSCI All Country World (ACWI),2019-04-15,1776,4.865753424657535,Long-only,Ireland,USD,False,False,Distributing,0.21,Swap based,213,False,,5.32,-0.46,4.1,10.23,13.56,17.98,29.82,,17.98,-13.34,28.32,6.34,1.96,2.26,10.61,14.09,,1.69,0.65,,-33.53,-6.56,-16.41,,,,,
IE00B3YLTY66,A1JJTD,SPYI,12931413,SPDR MSCI ACWI IMI UCITS ETF,MSCI All Country World Investable Market (ACWI IMI),2011-05-13,4670,12.794520547945206,Long-only,Ireland,USD,False,True,Accumulating,0.17,Optimized sampling,1069,False,3017,6.69,0.95,5.11,11.26,12.68,18.01,31.84,69.11,16.89,-12.42,28.11,5.6,,,10.68,14.15,17.29,1.69,0.68,0.64,-34.48,-6.92,-15.96,-34.48,,,,
IE00B5377D42,A0YJ80,IBC6,10954070,iShares MSCI Australia UCITS ETF,MSCI Australia,2010-01-22,5146,14.098630136986301,Long-only,Ireland,USD,False,True,Accumulating,0.5,Full replication,388,False,58,-0.27,0.34,2.67,10.52,12.32,4.66,19.96,44.02,10.35,0.12,18.09,-0.82,,,15.26,17.32,21.48,0.31,0.36,0.35,-44.57,-9.99,-17.26,-44.57,,,,
IE00BD4TY451,A1W5DD,AUSAUW,22374953,UBS ETF (IE) MSCI Australia UCITS ETF (AUD) A-acc,MSCI Australia,2013-09-30,3799,10.408219178082192,Long-only,Ireland,AUD,False,True,Accumulating,0.4,Full replication,186,False,58,-0.41,1.45,3.07,9.5,13.97,3.03,21.26,45.32,9.68,0.66,17.89,-0.63,,,15.08,16.85,20.95,0.2,0.39,0.37,-44.24,-10.72,-17.22,-44.24,,,,
IE00BD4TY345,A2DWP8,AUSAUY,22896454,UBS ETF (IE) MSCI Australia UCITS ETF (AUD) A-dis,MSCI Australia,2017-09-18,2350,6.438356164383562,Long-only,Ireland,AUD,False,True,Distributing,0.4,Full replication,52,False,58,0.02,0.33,2.14,10.56,13.04,4.3,20.18,44.9,9.69,0.62,17.89,-0.61,3.77,3.78,15.01,17.04,21.32,0.29,0.37,0.36,-44.29,-10.04,-17.22,-44.29,,,,
IE00BX7RS779,A140DW,AUHCHA,29705502,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to CHF) A-acc,MSCI Australia (CHF Hedged),2015-11-27,3011,8.24931506849315,Long-only,Ireland,CHF,True,True,Accumulating,0.43,Full replication,23,False,58,-2.1,1.05,2.19,9.44,9.76,10.14,41.13,69.35,17.62,5.55,19.96,0.34,,,12.1,13.29,16.85,0.84,0.92,0.66,-33.23,-8.03,-13.45,-33.23,,,,
IE00BWT3KS11,A140DY,AUHEUA,29706027,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to EUR) A-acc,MSCI Australia (EUR Hedged),2015-11-27,3011,8.24931506849315,Long-only,Ireland,EUR,True,True,Accumulating,0.43,Full replication,35,False,58,0.87,1.24,2.89,8.46,10.42,8.94,27.59,47.11,13.22,0.82,15.07,-0.07,,,10.74,12.44,16.56,0.83,0.68,0.48,-33.52,-6.97,-14.01,-33.52,,,,
IE00BXDZNQ90,A140D0,AUGA,29706036,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to GBP) A-acc,MSCI Australia (GBP Hedged),2015-11-27,3011,8.24931506849315,Long-only,Ireland,GBP,True,True,Accumulating,0.43,Full replication,1,False,58,3.44,0.61,2.4,12.08,11.7,15.26,32.8,56.64,17.09,-3.41,23.9,-5.64,,,11.86,14.55,19.74,1.29,0.68,0.48,-42.38,-8.25,-19.26,-42.38,,,,
IE00BX7RS555,A140D2,AUHUSA,29706046,UBS ETF (IE) MSCI Australia UCITS ETF (hedged to USD) A-acc,MSCI Australia (USD Hedged),2015-09-30,3069,8.408219178082192,Long-only,Ireland,USD,True,True,Accumulating,0.43,Full replication,14,False,58,3.3,0.36,3.69,10.39,12.58,10.06,52.47,71.56,12.22,9.74,25.9,-6.79,,,11.64,12.39,17.26,0.86,1.22,0.66,-32.79,-7.28,-11.66,-32.79,,,,
IE000XN05VU8,A3DTWE,AUESG,121623695,UBS ETF (IE) MSCI Australia ESG Universal Low Carbon Select UCITS ETF (AUD) A-acc,MSCI Australia ESG Universal Low Carbon Select 5% Issuer Capped,2023-04-20,310,0.8493150684931506,Long-only,Ireland,AUD,False,False,Accumulating,0.43,Full replication,,True,53,1.59,2.14,4.36,11.86,14.74,,,,,,,,,,,,,,,,-10.06,,,,,,,
LU1900066207,LYX02B,LBRA,45209789,Amundi MSCI Brazil UCITS ETF Acc,MSCI Brazil,2007-01-24,6240,17.095890410958905,Long-only,Luxembourg,EUR,False,False,Accumulating,0.65,Swap based Unfunded,586,False,,-3.46,-0.46,1.32,1.8,8.26,20.65,40.61,5.55,27.48,21.07,-11.85,-26.49,,,21.91,27.32,34.07,0.94,0.44,0.03,-75.86,-13.92,-28.05,-55.47,,,,
LU1437024992,A2AQ5K,540F,33857247,Amundi MSCI Brazil UCITS ETF USD (C),MSCI Brazil,2016-12-13,2629,7.2027397260273975,Long-only,Luxembourg,USD,False,False,Accumulating,0.55,Swap based Unfunded,7,False,,-3.59,-0.63,1.54,1.52,7.61,20.6,40.05,5.44,27.26,20.58,-11.16,-26.56,,,24.25,28.67,35.2,0.85,0.41,0.03,-69.01,-13.63,-28.45,-55.54,,,,
IE00B5W34K94,A1C195,H4ZG,11550133,HSBC MSCI Brazil UCITS ETF USD,MSCI Brazil,2010-07-12,4975,13.63013698630137,Long-only,Ireland,USD,False,True,Distributing,0.5,Full replication,22,False,62,-6.03,-3.18,-1.13,-1.06,4.75,16.91,34.68,0.96,27.02,19.19,-11.29,-22.82,6.25,6.88,26.09,29.0,36.64,0.65,0.36,0.01,-69.08,-13.71,-28.44,-55.65,,,,
DE000A0Q4R85,A0Q4R8,4BRZ,43398616,iShares MSCI Brazil UCITS ETF (DE) USD (Acc),MSCI Brazil,2018-10-24,1949,5.33972602739726,Long-only,Germany,USD,False,False,Accumulating,0.31,Full replication,3003,False,49,-3.53,-0.61,1.6,1.63,7.81,20.98,40.89,6.58,28.36,20.11,-11.25,-26.8,,,23.46,28.17,35.25,0.89,0.43,0.04,-55.59,-13.61,-28.38,-55.59,,,,
IE00B0M63516,A0HGWA,IQQB,2308866,iShares MSCI Brazil UCITS ETF (Dist),MSCI Brazil,2005-11-18,6672,18.279452054794522,Long-only,Ireland,USD,False,False,Distributing,0.74,Full replication,281,False,49,-1.2,-1.28,0.86,0.69,6.52,19.09,36.84,2.49,25.39,22.23,-15.85,-26.32,5.58,6.28,24.46,33.03,38.48,0.78,0.33,0.01,-69.11,-13.62,-30.71,-55.52,,,,
LU0292109344,DBX1MR,XMBR,3067317,Xtrackers MSCI Brazil UCITS ETF 1C,MSCI Brazil,2007-06-22,6091,16.687671232876713,Long-only,Luxembourg,USD,False,True,Accumulating,0.25,Full replication,81,False,48,-3.5,-0.57,1.62,1.67,7.77,20.66,39.67,5.62,27.14,20.24,-11.12,-26.36,,,23.21,28.25,35.21,0.89,0.42,0.03,-69.43,-13.62,-28.51,-55.54,,,,
IE00B51B7Z02,A1JHYS,H4ZR,12570209,HSBC MSCI Canada UCITS ETF USD,MSCI Canada,2011-02-23,4749,13.01095890410959,Long-only,Ireland,USD,False,True,Distributing,0.35,Full replication,25,False,88,2.3,0.1,2.61,9.55,11.19,9.01,33.52,52.69,11.85,-7.71,36.2,-3.91,2.13,2.27,14.68,16.5,21.28,0.61,0.61,0.41,-42.55,-9.91,-17.64,-42.55,,,,
IE00B52SF786,A0YEDS,SXR2,10737503,iShares MSCI Canada UCITS ETF (Acc),MSCI Canada,2010-01-12,5156,14.126027397260273,Long-only,Ireland,USD,False,True,Accumulating,0.48,Full replication,926,False,88,2.26,0.07,2.56,9.54,10.45,8.22,32.45,51.64,11.08,-7.79,36.19,-3.84,,,14.47,16.47,21.21,0.57,0.6,0.41,-42.51,-9.94,-17.64,-42.51,,,,
LU0950672807,A1W3CB,CANA,21968015,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-acc,MSCI Canada,2017-07-13,2417,6.6219178082191785,Long-only,Luxembourg,CAD,False,True,Accumulating,0.33,Full replication,513,False,88,1.55,0.55,1.93,9.04,10.29,6.49,31.62,51.29,10.77,-6.96,35.55,-3.34,,,13.6,14.69,20.23,0.48,0.65,0.43,-41.71,-9.74,-17.18,-41.71,,,,
LU0446734872,A0X97V,UIM9,10461054,UBS ETF (LU) MSCI Canada UCITS ETF (CAD) A-dis,MSCI Canada,2009-09-30,5260,14.41095890410959,Long-only,Luxembourg,CAD,False,True,Distributing,0.33,Full replication,838,False,88,2.82,0.11,2.54,9.69,10.71,8.35,33.51,53.65,10.68,-6.93,35.52,-3.39,2.38,2.51,13.49,14.78,20.31,0.62,0.68,0.44,-41.74,-9.76,-17.24,-41.74,,,,
LU1130155432,A12D6B,CAHCHA,25873967,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to CHF) A-acc,MSCI Canada (CHF Hedged),2015-01-30,3312,9.073972602739726,Long-only,Luxembourg,CHF,True,True,Accumulating,0.36,Full replication,120,False,88,-1.71,1.06,0.84,6.81,8.19,7.93,32.98,59.65,14.6,-4.14,29.39,3.89,,,12.09,13.08,17.45,0.66,0.76,0.56,-35.1,-8.83,-14.29,-35.1,,,,
LU1130155606,A12D6D,CAHEUA,25873970,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to EUR) A-acc,MSCI Canada (EUR Hedged),2015-02-27,3284,8.997260273972604,Long-only,Luxembourg,EUR,True,True,Accumulating,0.36,Full replication,266,False,88,1.25,1.3,1.56,5.87,8.77,6.79,20.01,38.59,10.23,-8.49,23.97,3.7,,,11.57,12.7,17.6,0.59,0.49,0.38,-35.31,-8.74,-17.71,-35.31,,,,
LU1130156323,A12D6K,UC87,25874916,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-acc,MSCI Canada (GBP Hedged),2015-02-27,3284,8.997260273972604,Long-only,Luxembourg,GBP,True,True,Accumulating,0.36,Full replication,62,False,88,2.97,0.85,1.9,8.25,9.19,11.13,24.97,45.99,14.05,-12.44,33.27,-2.2,,,12.11,14.43,20.38,0.92,0.53,0.39,-44.28,-9.84,-22.52,-44.28,,,,
LU1130156596,A12D6L,CAHGBD,25874918,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to GBP) A-dis,MSCI Canada (GBP Hedged),2015-02-27,3284,8.997260273972604,Long-only,Luxembourg,GBP,True,True,Distributing,0.36,Full replication,23,False,88,2.97,0.86,1.86,8.23,9.22,11.15,24.93,45.83,14.0,-12.4,33.2,-2.2,3.14,3.4,12.15,14.42,20.32,0.92,0.53,0.39,-44.33,-9.85,-22.49,-44.33,,,,
LU1130155861,A12D6F,CAHUSA,25874094,UBS ETF (LU) MSCI Canada UCITS ETF (hedged to USD) A-acc,MSCI Canada (USD Hedged),2015-02-27,3284,8.997260273972604,Long-only,Luxembourg,USD,True,True,Accumulating,0.36,Full replication,371,False,88,3.78,0.38,2.43,7.81,11.1,8.09,43.66,62.41,9.44,-0.27,35.46,-3.21,,,12.69,13.69,18.6,0.64,0.94,0.55,-34.37,-7.85,-11.42,-34.37,,,,
LU0476289540,DBX0ET,D5BH,11115468,Xtrackers MSCI Canada ESG Screened UCITS ETF 1C,MSCI Canada Select ESG Screened,2010-03-26,5083,13.926027397260274,Long-only,Luxembourg,USD,False,True,Accumulating,0.35,Full replication,335,True,75,2.16,-0.23,1.84,10.23,11.58,7.66,32.25,51.48,11.02,-7.87,36.31,-3.76,,,14.21,16.23,21.07,0.54,0.6,0.41,-42.51,-10.71,-19.4,-42.51,,,,
LU1841731745,LYX0YW,L4K3,42408238,Amundi MSCI China UCITS ETF Acc,MSCI China,2018-07-05,2060,5.6438356164383565,Long-only,Luxembourg,USD,False,False,Accumulating,0.29,Swap based Unfunded,233,False,,0.3,2.31,9.76,-6.15,-5.55,-17.83,-47.09,-22.94,-14.31,-16.99,-15.22,18.34,,,22.23,27.67,25.39,-0.8,-0.69,-0.2,-55.9,-27.92,-53.07,-55.9,,,,
IE00B44T3H88,A1JHYT,H4ZP,12534159,HSBC MSCI China UCITS ETF USD,MSCI China,2011-01-26,4777,13.087671232876712,Long-only,Ireland,USD,False,True,Distributing,0.28,Full replication,628,False,765,0.09,2.03,9.54,-6.51,-5.82,-18.26,-47.6,-24.36,-14.68,-17.12,-15.33,17.57,2.39,1.91,22.54,27.79,25.69,-0.81,-0.7,-0.21,-56.16,-28.1,-53.39,-56.16,,,,
IE0007P4PBU1,A3DN5H,H4Z6,,HSBC MSCI China UCITS ETF USD (Acc),MSCI China,2022-07-12,592,1.621917808219178,Long-only,Ireland,USD,False,True,Accumulating,0.28,Full replication,89,False,765,0.0,2.29,9.59,-6.28,-5.79,-18.14,,,-14.35,,,,,,22.21,,,-0.82,,,-34.12,-28.05,,,,,,
IE00BJ5JPG56,A2PGQN,ICGA,47256616,iShares MSCI China UCITS ETF USD (Acc),MSCI China,2019-06-20,1710,4.684931506849315,Long-only,Ireland,USD,False,True,Accumulating,0.28,Full replication,783,False,766,0.28,2.29,9.82,-6.28,-5.54,-17.89,-47.58,,-14.39,-17.43,-15.41,17.98,,,22.31,27.92,,-0.8,-0.69,,-56.26,-27.89,-53.44,,,,,
IE00BL977C92,A2P1KX,IS4T,54062212,iShares MSCI China UCITS ETF USD (Dist),MSCI China,2020-04-27,1398,3.83013698630137,Long-only,Ireland,USD,False,True,Distributing,0.28,Full replication,22,False,766,-1.46,2.61,7.9,-6.38,-5.55,-19.51,-50.36,,-14.23,-17.45,-15.54,,2.36,1.86,22.3,27.77,,-0.88,-0.75,,-56.31,-28.0,-55.26,,,,,
LU0514695690,DBX0G2,XCS6,11421659,Xtrackers MSCI China UCITS ETF 1C,MSCI China,2010-06-24,4993,13.67945205479452,Long-only,Luxembourg,USD,False,True,Accumulating,0.65,Full replication,756,False,765,0.0,2.09,9.51,-6.53,-6.0,-18.59,-48.12,-25.08,-14.93,-17.46,-15.64,17.77,,,22.24,27.89,25.72,-0.84,-0.7,-0.22,-56.68,-28.35,-53.87,-56.68,,,,
LU2456436083,DBX0SC,XCS7,118224738,Xtrackers MSCI China UCITS ETF 1D,MSCI China,2022-04-20,675,1.8493150684931507,Long-only,Luxembourg,USD,False,True,Distributing,0.28,Full replication,436,False,765,-1.29,0.82,8.11,-7.54,-7.12,-19.42,,,-14.58,,,,1.03,0.82,22.17,,,-0.88,,,-36.54,-28.09,,,,,,
LU2572256746,ETF015,C024,124826923,Amundi MSCI China A II UCITS ETF Dist,MSCI China A,2023-03-10,351,0.9616438356164384,Long-only,Luxembourg,USD,False,False,Distributing,0.25,Swap based Unfunded,168,False,,1.99,2.98,8.09,-2.38,-3.75,,,,,,,,,,,,,,,,-25.47,,,,,,,
FR0011720911,LYX0SL,CNAA,25342427,Amundi MSCI China A UCITS ETF Acc,MSCI China A,2014-08-28,3467,9.498630136986302,Long-only,France,USD,False,False,Accumulating,0.35,Full replication,185,False,562,1.87,3.1,8.08,-2.67,-4.47,-20.34,-31.89,12.38,-16.74,-21.83,11.82,30.72,,,15.65,19.69,21.51,-1.3,-0.61,0.11,-56.98,-28.73,-42.16,-43.71,,,,
IE00BHBFDF83,A1XBTG,CASH,24401722,L&G E Fund MSCI China A UCITS ETF,MSCI China A,2014-05-14,3573,9.789041095890411,Long-only,Ireland,USD,False,False,Accumulating,0.88,Optimized sampling,13,False,704,-0.71,1.95,6.54,-5.0,-5.99,-22.34,-33.39,4.58,-15.62,-23.1,12.6,26.46,,,15.8,18.71,20.45,-1.41,-0.68,0.04,-56.02,-29.98,-43.66,-43.66,,,,
IE00BKFB6K94,A2PRV8,CNUA,50164051,UBS ETF (IE) MSCI China A SF UCITS ETF (USD) A-acc,MSCI China A,2020-02-18,1467,4.019178082191781,Long-only,Ireland,USD,False,False,Accumulating,0.24,Swap based,163,False,,1.99,2.81,8.02,-2.36,-3.71,-18.67,-24.82,,-14.69,-18.77,16.53,,,,15.59,18.67,,-1.2,-0.49,,-38.22,-27.18,-38.22,,,,,
IE00BJLFK515,A2PNYH,KBA,,KraneShares MSCI China A 50 Connect UCITS ETF,MSCI China A 50 Connect,2019-06-27,1703,4.6657534246575345,Long-only,Ireland,USD,False,False,Accumulating,0.4,Full replication,2,False,50,2.62,2.86,8.13,-1.57,-5.79,-21.89,-34.87,,-19.74,-21.34,9.54,28.66,,,16.46,20.1,,-1.33,-0.66,,-45.24,-29.61,-43.76,,,,,
IE00BF4NQ904,A2N390,H41K,42968347,HSBC MSCI China A Inclusion UCITS ETF,MSCI China A Inclusion,2018-07-27,2038,5.583561643835616,Long-only,Ireland,USD,False,True,Distributing,0.3,Full replication,48,False,562,1.44,2.75,7.72,-3.09,-4.83,-20.44,-31.75,11.86,-16.41,-21.28,11.3,30.91,2.09,1.63,15.9,18.71,20.29,-1.29,-0.64,0.11,-43.08,-28.6,-41.71,-43.08,,,,
IE00BQT3WG13,A12DPT,36BZ,27819610,iShares MSCI China A UCITS ETF,MSCI China A Inclusion,2015-04-08,3244,8.887671232876713,Long-only,Ireland,USD,False,False,Accumulating,0.4,Optimized sampling,1857,False,563,2.15,1.6,8.26,-2.56,-4.28,-20.17,-31.9,11.44,-16.78,-21.58,11.33,30.28,,,16.31,19.34,20.87,-1.24,-0.62,0.1,-51.81,-28.72,-42.08,-43.33,,,,
IE00099GAJC6,A3DENH,CNYE,116689435,iShares MSCI China A UCITS ETF EUR Hedged (Acc),MSCI China A Inclusion (EUR Hedged),2022-02-23,731,2.0027397260273974,Long-only,Ireland,EUR,True,False,Accumulating,0.45,Optimized sampling,9,False,563,0.0,2.16,5.28,-3.81,-7.33,-16.7,,,-10.82,,,,,,15.05,,,-1.11,,,-31.94,-24.62,,,,,,
LU2469465822,DBX0SJ,XCNA,119044010,Xtrackers MSCI China A ESG Screened Swap UCITS ETF 1C,MSCI China A Inclusion Select ESG Screened,2022-06-15,619,1.6958904109589041,Long-only,Luxembourg,USD,False,False,Accumulating,0.29,Swap based Unfunded,51,True,,1.96,3.32,8.07,-2.88,-4.67,-19.14,,,-15.08,,,,,,16.07,,,-1.19,,,-35.68,-27.94,,,,,,
IE00BL6K0S82,A2QNET,KRUE,,KraneShares MSCI All China Health Care Index UCITS ETF USD,MSCI China All Shares Health Care 10/40,2021-01-14,1136,3.1123287671232878,Long-only,Ireland,USD,False,False,Accumulating,0.65,Full replication,2,False,83,-10.11,1.81,-0.2,-16.89,-8.73,-30.45,-53.38,,-20.34,-20.98,,,,,23.14,28.64,,-1.32,-0.78,,-62.98,-38.44,-62.61,,,,,
